User ID,item1,item2,item3,item4,item5,item6,item7,item8,item9,item10,item11,item12,item13,item14,item15,item16,item17,item18,item19,item20
91,cookies,,,,,,,,,,,,,,,,,,,
53,chocolate,grated cheese,salmon,french fries,cookies,shallot,tomato juice,low fat yogurt,,,,,,,,,,,,
78,parmesan cheese,chocolate,black tea,cookies,,,,,,,,,,,,,,,,
14,mineral water,carrots,chocolate,escalope,pancakes,,,,,,,,,,,,,,,
84,turkey,burgers,fresh tuna,frozen vegetables,eggs,cake,pancakes,fresh bread,,,,,,,,,,,,
3,soup,,,,,,,,,,,,,,,,,,,
26,escalope,,,,,,,,,,,,,,,,,,,
87,herb & pepper,ground beef,oatmeal,napkins,,,,,,,,,,,,,,,,
78,shrimp,frozen vegetables,spaghetti,mineral water,milk,energy bar,chicken,chocolate,mint,,,,,,,,,,,
52,butter,low fat yogurt,,,,,,,,,,,,,,,,,,
50,hot dogs,,,,,,,,,,,,,,,,,,,
78,cookies,,,,,,,,,,,,,,,,,,,
79,grated cheese,antioxydant juice,low fat yogurt,,,,,,,,,,,,,,,,,
49,pancakes,eggs,,,,,,,,,,,,,,,,,,
71,spaghetti,eggs,cake,escalope,,,,,,,,,,,,,,,,
62,herb & pepper,shrimp,chocolate,frozen smoothie,,,,,,,,,,,,,,,,
62,burgers,tomatoes,oil,cereals,chocolate,french fries,escalope,champagne,,,,,,,,,,,,
7,salt,,,,,,,,,,,,,,,,,,,
54,turkey,frozen vegetables,ground beef,eggs,barbecue sauce,eggplant,champagne,escalope,green tea,,,,,,,,,,,
35,turkey,ground beef,olive oil,eggs,blueberries,bug spray,green tea,,,,,,,,,,,,,
30,turkey,burgers,grated cheese,pepper,spaghetti,eggs,gums,low fat yogurt,green tea,,,,,,,,,,,
85,frozen vegetables,tomatoes,milk,salmon,cake,escalope,,,,,,,,,,,,,,
20,spaghetti,,,,,,,,,,,,,,,,,,,
15,mineral water,,,,,,,,,,,,,,,,,,,
73,french fries,,,,,,,,,,,,,,,,,,,
98,chocolate,spaghetti,olive oil,almonds,salmon,vegetables mix,frozen smoothie,cottage cheese,yogurt cake,,,,,,,,,,,
46,spaghetti,olive oil,fromage blanc,pancakes,eggs,cereals,clothes accessories,yogurt cake,gluten free bar,fresh bread,green tea,,,,,,,,,
56,mineral water,,,,,,,,,,,,,,,,,,,
77,burgers,red wine,spaghetti,milk,chicken,ham,chocolate,french fries,,,,,,,,,,,,
10,burgers,frozen vegetables,mineral water,milk,olive oil,honey,chocolate,,,,,,,,,,,,,
38,grated cheese,ground beef,pepper,spaghetti,mineral water,chocolate,salmon,pancakes,eggs,escalope,cookies,fresh bread,,,,,,,,
95,chocolate,champagne,,,,,,,,,,,,,,,,,,
11,meatballs,muffins,cottage cheese,strawberries,protein bar,,,,,,,,,,,,,,,
35,french fries,light mayo,,,,,,,,,,,,,,,,,,
66,chocolate,shrimp,whole wheat pasta,ground beef,milk,french fries,,,,,,,,,,,,,,
53,turkey,frozen vegetables,avocado,butter,green grapes,cake,barbecue sauce,tomato juice,,,,,,,,,,,,
46,burgers,mineral water,chocolate,pancakes,honey,cooking oil,light mayo,hand protein bar,zucchini,green tea,,,,,,,,,,
40,chocolate,tomatoes,salmon,,,,,,,,,,,,,,,,,
67,energy bar,chicken,eggs,light mayo,,,,,,,,,,,,,,,,
95,frozen smoothie,,,,,,,,,,,,,,,,,,,
62,grated cheese,olive oil,french wine,chicken,cider,bacon,honey,chocolate,french fries,frozen smoothie,,,,,,,,,,
99,turkey,ham,grated cheese,herb & pepper,red wine,shrimp,ground beef,spaghetti,mineral water,pancakes,whole wheat rice,cereals,,,,,,,,
58,french fries,,,,,,,,,,,,,,,,,,,
67,olive oil,antioxydant juice,french fries,cookies,hand protein bar,green tea,,,,,,,,,,,,,,
96,burgers,shrimp,ground beef,spaghetti,mineral water,eggs,whole wheat rice,cereals,chocolate,,,,,,,,,,,
14,ground beef,spaghetti,mineral water,cooking oil,,,,,,,,,,,,,,,,
9,pasta,,,,,,,,,,,,,,,,,,,
86,turkey,ground beef,pepper,spaghetti,chocolate,pancakes,rice,cookies,,,,,,,,,,,,
85,green tea,,,,,,,,,,,,,,,,,,,
75,french fries,escalope,pasta,,,,,,,,,,,,,,,,,
84,antioxydant juice,brownies,,,,,,,,,,,,,,,,,,
33,extra dark chocolate,mashed potato,,,,,,,,,,,,,,,,,,
51,burgers,,,,,,,,,,,,,,,,,,,
55,chicken,,,,,,,,,,,,,,,,,,,
45,antioxydant juice,,,,,,,,,,,,,,,,,,,
65,antioxydant juice,,,,,,,,,,,,,,,,,,,
77,whole wheat pasta,olive oil,oil,clothes accessories,pasta,white wine,green tea,,,,,,,,,,,,,
46,frozen vegetables,eggs,,,,,,,,,,,,,,,,,,
100,french fries,,,,,,,,,,,,,,,,,,,
92,herb & pepper,hot dogs,,,,,,,,,,,,,,,,,,
8,frozen vegetables,spaghetti,mineral water,almonds,green grapes,whole wheat rice,cake,gums,eggplant,cereals,french fries,fresh bread,low fat yogurt,green tea,,,,,,
21,strawberries,,,,,,,,,,,,,,,,,,,
79,soup,milk,olive oil,muffins,,,,,,,,,,,,,,,,
80,chocolate,whole wheat pasta,spaghetti,cake,blueberries,oil,chicken,,,,,,,,,,,,,
51,escalope,,,,,,,,,,,,,,,,,,,
25,tomato sauce,mineral water,almonds,eggs,cake,chocolate,brownies,,,,,,,,,,,,,
26,milk,,,,,,,,,,,,,,,,,,,
71,burgers,ground beef,chicken,whole weat flour,frozen smoothie,escalope,hot dogs,green tea,,,,,,,,,,,,
63,frozen vegetables,avocado,milk,tomato juice,,,,,,,,,,,,,,,,
37,champagne,,,,,,,,,,,,,,,,,,,
85,cookies,honey,,,,,,,,,,,,,,,,,,
97,chocolate,shrimp,pepper,spaghetti,mineral water,nonfat milk,blueberries,light cream,chicken,carrots,,,,,,,,,,
34,turkey,shrimp,chocolate,olive oil,french wine,honey,,,,,,,,,,,,,,
48,chutney,eggs,body spray,,,,,,,,,,,,,,,,,
14,whole wheat pasta,ground beef,spaghetti,meatballs,milk,bacon,soda,green tea,,,,,,,,,,,,
84,frozen vegetables,ground beef,spaghetti,olive oil,strong cheese,eggs,,,,,,,,,,,,,,
25,turkey,escalope,pasta,,,,,,,,,,,,,,,,,
31,green tea,,,,,,,,,,,,,,,,,,,
75,mineral water,,,,,,,,,,,,,,,,,,,
62,pepper,mineral water,,,,,,,,,,,,,,,,,,
58,pancakes,honey,barbecue sauce,,,,,,,,,,,,,,,,,
57,tomato sauce,mineral water,milk,french wine,pancakes,light cream,cooking oil,chicken,extra dark chocolate,eggplant,champagne,cookies,,,,,,,,
35,french fries,energy drink,,,,,,,,,,,,,,,,,,
95,frozen vegetables,chocolate,escalope,tomato juice,,,,,,,,,,,,,,,,
45,burgers,shrimp,eggplant,brownies,,,,,,,,,,,,,,,,
53,french fries,,,,,,,,,,,,,,,,,,,
69,frozen vegetables,strawberries,yogurt cake,gluten free bar,,,,,,,,,,,,,,,,
79,burgers,,,,,,,,,,,,,,,,,,,
52,mineral water,honey,frozen smoothie,cottage cheese,body spray,,,,,,,,,,,,,,,
89,energy bar,vegetables mix,energy drink,light mayo,,,,,,,,,,,,,,,,
22,turkey,burgers,grated cheese,ground beef,mineral water,milk,vegetables mix,escalope,,,,,,,,,,,,
84,milk,chocolate,french fries,escalope,pancakes,salad,,,,,,,,,,,,,,
17,spaghetti,eggplant,french fries,green tea,,,,,,,,,,,,,,,,
94,milk,chocolate,,,,,,,,,,,,,,,,,,
15,mineral water,avocado,cake,chocolate,french fries,cottage cheese,pancakes,fresh bread,magazines,,,,,,,,,,,
24,grated cheese,eggs,pasta,hot dogs,sparkling water,,,,,,,,,,,,,,,
88,whole wheat pasta,,,,,,,,,,,,,,,,,,,
96,whole wheat pasta,,,,,,,,,,,,,,,,,,,
12,spaghetti,mineral water,frozen smoothie,pancakes,,,,,,,,,,,,,,,,
55,chocolate,herb & pepper,ground beef,mineral water,soup,olive oil,light cream,oil,chicken,hot dogs,,,,,,,,,,
61,ground beef,spaghetti,bacon,french fries,pancakes,yogurt cake,,,,,,,,,,,,,,
90,frozen vegetables,,,,,,,,,,,,,,,,,,,
44,shrimp,frozen vegetables,green tea,french fries,frozen smoothie,cookies,light mayo,,,,,,,,,,,,,
2,turkey,shrimp,whole wheat pasta,mineral water,milk,pancakes,bug spray,brownies,body spray,,,,,,,,,,,
99,champagne,,,,,,,,,,,,,,,,,,,
87,tomatoes,chocolate,french fries,frozen smoothie,cookies,low fat yogurt,,,,,,,,,,,,,,
15,burgers,cake,brownies,,,,,,,,,,,,,,,,,
94,eggs,light mayo,,,,,,,,,,,,,,,,,,
45,shrimp,,,,,,,,,,,,,,,,,,,
46,burgers,ground beef,milk,whole wheat rice,,,,,,,,,,,,,,,,
84,tomatoes,butter,gums,cereals,chocolate,pancakes,light mayo,green tea,,,,,,,,,,,,
56,mineral water,cake,low fat yogurt,,,,,,,,,,,,,,,,,
46,turkey,ground beef,pepper,cookies,,,,,,,,,,,,,,,,
85,spaghetti,milk,olive oil,oatmeal,frozen smoothie,pancakes,white wine,low fat yogurt,,,,,,,,,,,,
57,chocolate,cookies,champagne,,,,,,,,,,,,,,,,,
19,mineral water,olive oil,eggs,green tea,,,,,,,,,,,,,,,,
74,mineral water,avocado,whole wheat rice,energy drink,,,,,,,,,,,,,,,,
8,pickles,vegetables mix,pancakes,green tea,,,,,,,,,,,,,,,,
44,mineral water,eggs,,,,,,,,,,,,,,,,,,
70,grated cheese,herb & pepper,,,,,,,,,,,,,,,,,,
70,gluten free bar,,,,,,,,,,,,,,,,,,,
54,ground beef,spaghetti,mineral water,meatballs,fromage blanc,cooking oil,,,,,,,,,,,,,,
59,burgers,ground beef,escalope,,,,,,,,,,,,,,,,,
70,chocolate,french fries,,,,,,,,,,,,,,,,,,
34,turkey,,,,,,,,,,,,,,,,,,,
74,grated cheese,light mayo,,,,,,,,,,,,,,,,,,
15,vegetables mix,energy drink,,,,,,,,,,,,,,,,,,
6,frozen vegetables,whole wheat pasta,mineral water,honey,cooking oil,frozen smoothie,tomato juice,fresh bread,green tea,,,,,,,,,,,
2,fresh tuna,frozen vegetables,mineral water,avocado,meatballs,milk,french wine,fromage blanc,honey,cereals,frozen smoothie,fresh bread,,,,,,,,
96,frozen vegetables,spaghetti,chocolate,olive oil,gums,burger sauce,frozen smoothie,pancakes,green tea,,,,,,,,,,,
76,mineral water,olive oil,,,,,,,,,,,,,,,,,,
24,mineral water,soup,cake,frozen smoothie,low fat yogurt,,,,,,,,,,,,,,,
96,champagne,,,,,,,,,,,,,,,,,,,
80,pickles,frozen smoothie,champagne,pancakes,mint,,,,,,,,,,,,,,,
83,whole wheat pasta,mineral water,chocolate,pancakes,body spray,,,,,,,,,,,,,,,
70,spaghetti,escalope,cookies,champagne,protein bar,hand protein bar,low fat yogurt,,,,,,,,,,,,,
24,whole wheat pasta,olive oil,body spray,,,,,,,,,,,,,,,,,
26,pepper,mineral water,chocolate,milk,nonfat milk,frozen smoothie,,,,,,,,,,,,,,
43,milk,,,,,,,,,,,,,,,,,,,
38,whole wheat pasta,frozen smoothie,brownies,energy drink,,,,,,,,,,,,,,,,
75,green tea,,,,,,,,,,,,,,,,,,,
9,mineral water,milk,chocolate,,,,,,,,,,,,,,,,,
92,turkey,tomatoes,spaghetti,avocado,whole wheat rice,french fries,,,,,,,,,,,,,,
35,tomatoes,ground beef,mineral water,milk,honey,french fries,pancakes,tomato juice,,,,,,,,,,,,
50,tomatoes,eggs,chocolate,french fries,low fat yogurt,,,,,,,,,,,,,,,
78,spaghetti,mineral water,whole wheat rice,,,,,,,,,,,,,,,,,
65,red wine,,,,,,,,,,,,,,,,,,,
54,grated cheese,ground beef,spaghetti,mineral water,olive oil,pancakes,cake,extra dark chocolate,,,,,,,,,,,,
73,cake,chocolate,low fat yogurt,,,,,,,,,,,,,,,,,
92,low fat yogurt,,,,,,,,,,,,,,,,,,,
44,cookies,,,,,,,,,,,,,,,,,,,
31,fresh tuna,grated cheese,mineral water,cake,blueberries,light cream,whole weat flour,french fries,escalope,,,,,,,,,,,
33,mineral water,extra dark chocolate,brownies,asparagus,low fat yogurt,,,,,,,,,,,,,,,
78,herb & pepper,mineral water,chocolate,milk,salmon,pancakes,eggs,green tea,escalope,,,,,,,,,,,
41,tomatoes,spaghetti,soup,milk,olive oil,chicken,green beans,frozen smoothie,,,,,,,,,,,,
27,herb & pepper,pepper,mineral water,fresh bread,,,,,,,,,,,,,,,,
43,melons,,,,,,,,,,,,,,,,,,,
3,spaghetti,meatballs,,,,,,,,,,,,,,,,,,
4,mineral water,,,,,,,,,,,,,,,,,,,
63,ground beef,spaghetti,eggs,,,,,,,,,,,,,,,,,
93,grated cheese,salmon,oil,,,,,,,,,,,,,,,,,
16,grated cheese,mineral water,butter,low fat yogurt,,,,,,,,,,,,,,,,
12,low fat yogurt,,,,,,,,,,,,,,,,,,,
5,eggs,,,,,,,,,,,,,,,,,,,
94,herb & pepper,spaghetti,butter,cooking oil,frozen smoothie,low fat yogurt,honey,,,,,,,,,,,,,
24,burgers,fresh tuna,mineral water,eggs,frozen smoothie,mushroom cream sauce,pancakes,yogurt cake,light mayo,mayonnaise,green tea,,,,,,,,,
91,whole wheat rice,french fries,frozen smoothie,escalope,,,,,,,,,,,,,,,,
59,grated cheese,mineral water,chocolate,chutney,salmon,eggs,whole wheat rice,cake,,,,,,,,,,,,
10,ground beef,spaghetti,,,,,,,,,,,,,,,,,,
61,red wine,spaghetti,mineral water,mint,,,,,,,,,,,,,,,,
83,ground beef,tomato sauce,spaghetti,mineral water,milk,eggs,light cream,cooking oil,cereals,frozen smoothie,mint,,,,,,,,,
43,strawberries,,,,,,,,,,,,,,,,,,,
91,spaghetti,mineral water,whole wheat rice,cookies,,,,,,,,,,,,,,,,
54,frozen vegetables,mineral water,soup,milk,olive oil,black tea,pancakes,fresh bread,,,,,,,,,,,,
85,turkey,french fries,low fat yogurt,,,,,,,,,,,,,,,,,
4,cookies,,,,,,,,,,,,,,,,,,,
100,mineral water,,,,,,,,,,,,,,,,,,,
100,shrimp,mineral water,,,,,,,,,,,,,,,,,,
91,grated cheese,frozen vegetables,tomatoes,spaghetti,olive oil,energy bar,honey,escalope,cauliflower,,,,,,,,,,,
86,mineral water,soup,extra dark chocolate,,,,,,,,,,,,,,,,,
65,red wine,black tea,honey,cake,,,,,,,,,,,,,,,,
18,black tea,,,,,,,,,,,,,,,,,,,
69,burgers,chocolate,grated cheese,herb & pepper,ground beef,spaghetti,milk,bacon,corn,pancakes,toothpaste,,,,,,,,,
96,grated cheese,ground beef,milk,butter,burger sauce,oil,french fries,low fat yogurt,,,,,,,,,,,,
60,grated cheese,herb & pepper,red wine,spaghetti,mineral water,eggs,,,,,,,,,,,,,,
14,frozen vegetables,tomatoes,ground beef,spaghetti,mineral water,chocolate,,,,,,,,,,,,,,
2,turkey,burgers,grated cheese,pepper,tomato sauce,mineral water,almonds,chutney,pancakes,eggs,escalope,light mayo,,,,,,,,
7,cookies,,,,,,,,,,,,,,,,,,,
43,ground beef,french fries,pasta,,,,,,,,,,,,,,,,,
99,french fries,,,,,,,,,,,,,,,,,,,
30,cookies,,,,,,,,,,,,,,,,,,,
25,escalope,,,,,,,,,,,,,,,,,,,
73,grated cheese,ground beef,spaghetti,mineral water,pancakes,cake,,,,,,,,,,,,,,
70,tomatoes,ground beef,spaghetti,mineral water,eggs,whole wheat rice,cookies,low fat yogurt,mint,,,,,,,,,,,
75,whole wheat rice,,,,,,,,,,,,,,,,,,,
44,spaghetti,soup,,,,,,,,,,,,,,,,,,
34,herb & pepper,spaghetti,black tea,cake,cottage cheese,yogurt cake,,,,,,,,,,,,,,
22,cottage cheese,,,,,,,,,,,,,,,,,,,
65,pepper,mineral water,pancakes,eggs,cooking oil,chocolate,low fat yogurt,,,,,,,,,,,,,
59,grated cheese,pancakes,blueberries,champagne,,,,,,,,,,,,,,,,
14,turkey,herb & pepper,parmesan cheese,spaghetti,escalope,mushroom cream sauce,fresh bread,low fat yogurt,,,,,,,,,,,,
10,fresh tuna,butter,chicken,green tea,chocolate,fresh bread,,,,,,,,,,,,,,
36,frozen vegetables,parmesan cheese,,,,,,,,,,,,,,,,,,
52,eggs,honey,green tea,,,,,,,,,,,,,,,,,
1,turkey,red wine,whole wheat pasta,pepper,spaghetti,mineral water,soup,avocado,eggs,body spray,low fat yogurt,,,,,,,,,
64,mineral water,chocolate,black tea,,,,,,,,,,,,,,,,,
89,ground beef,pepper,spaghetti,,,,,,,,,,,,,,,,,
62,eggs,whole wheat rice,french fries,,,,,,,,,,,,,,,,,
62,tomatoes,ground beef,pepper,spaghetti,salmon,cake,,,,,,,,,,,,,,
25,eggs,,,,,,,,,,,,,,,,,,,
18,turkey,chocolate,ground beef,mineral water,pancakes,zucchini,,,,,,,,,,,,,,
77,turkey,burgers,herb & pepper,frozen vegetables,whole wheat pasta,ground beef,spaghetti,mineral water,milk,energy bar,black tea,strong cheese,nonfat milk,eggs,,,,,,
47,shrimp,frozen vegetables,tomatoes,ground beef,spaghetti,,,,,,,,,,,,,,,
22,cake,,,,,,,,,,,,,,,,,,,
22,spaghetti,mineral water,salmon,gums,burger sauce,clothes accessories,hot dogs,cottage cheese,mint,,,,,,,,,,,
73,fresh tuna,mineral water,honey,low fat yogurt,,,,,,,,,,,,,,,,
83,cereals,low fat yogurt,green tea,,,,,,,,,,,,,,,,,
80,shrimp,mineral water,milk,olive oil,eggs,,,,,,,,,,,,,,,
91,burgers,mineral water,almonds,eggs,whole wheat rice,escalope,,,,,,,,,,,,,,
14,french fries,magazines,mayonnaise,,,,,,,,,,,,,,,,,
3,shrimp,chocolate,flax seed,vegetables mix,cooking oil,babies food,low fat yogurt,,,,,,,,,,,,,
34,spaghetti,bug spray,whole weat flour,,,,,,,,,,,,,,,,,
9,fresh tuna,frozen vegetables,honey,cake,brownies,energy drink,,,,,,,,,,,,,,
93,burgers,eggs,green tea,,,,,,,,,,,,,,,,,
18,burgers,chocolate,ground beef,spaghetti,milk,olive oil,eggs,cake,,,,,,,,,,,,
40,burgers,shrimp,milk,pancakes,eggs,ham,french fries,,,,,,,,,,,,,
36,burgers,fresh tuna,frozen vegetables,mineral water,milk,cider,eggs,soda,cottage cheese,fresh bread,low fat yogurt,,,,,,,,,
52,tomato juice,mayonnaise,,,,,,,,,,,,,,,,,,
64,herb & pepper,shrimp,frozen vegetables,mineral water,meatballs,salmon,eggs,whole wheat rice,carrots,,,,,,,,,,,
57,cookies,,,,,,,,,,,,,,,,,,,
33,butter,eggs,,,,,,,,,,,,,,,,,,
27,grated cheese,cooking oil,white wine,,,,,,,,,,,,,,,,,
75,frozen vegetables,whole wheat pasta,tomato sauce,rice,green tea,,,,,,,,,,,,,,,
85,green beans,champagne,low fat yogurt,,,,,,,,,,,,,,,,,
96,frozen vegetables,ground beef,spaghetti,milk,olive oil,eggs,cooking oil,mint green tea,french fries,low fat yogurt,,,,,,,,,,
84,burgers,chocolate,mineral water,fromage blanc,salmon,eggs,rice,cooking oil,chicken,carrots,tomato juice,,,,,,,,,
9,turkey,eggs,white wine,green tea,,,,,,,,,,,,,,,,
30,eggs,,,,,,,,,,,,,,,,,,,
9,burgers,butter,cake,cooking oil,eggplant,cereals,brownies,,,,,,,,,,,,,
73,champagne,mushroom cream sauce,,,,,,,,,,,,,,,,,,
50,grated cheese,herb & pepper,ground beef,spaghetti,salmon,cooking oil,champagne,,,,,,,,,,,,,
72,honey,,,,,,,,,,,,,,,,,,,
34,ground beef,mineral water,honey,low fat yogurt,,,,,,,,,,,,,,,,
59,turkey,escalope,,,,,,,,,,,,,,,,,,
3,shrimp,extra dark chocolate,whole weat flour,,,,,,,,,,,,,,,,,
84,eggs,cake,,,,,,,,,,,,,,,,,,
15,frozen vegetables,mineral water,soup,milk,eggs,energy drink,,,,,,,,,,,,,,
61,chicken,frozen smoothie,,,,,,,,,,,,,,,,,,
57,burgers,fresh tuna,grated cheese,spaghetti,mineral water,avocado,olive oil,gums,frozen smoothie,hot dogs,cottage cheese,,,,,,,,,
63,turkey,grated cheese,shrimp,tomatoes,vegetables mix,brownies,pancakes,tomato juice,green tea,,,,,,,,,,,
14,escalope,green tea,,,,,,,,,,,,,,,,,,
96,ketchup,,,,,,,,,,,,,,,,,,,
58,cookies,,,,,,,,,,,,,,,,,,,
100,frozen vegetables,mineral water,pancakes,cake,cooking oil,green tea,shampoo,tomato juice,magazines,,,,,,,,,,,
70,herb & pepper,shrimp,ground beef,yogurt cake,,,,,,,,,,,,,,,,
63,mineral water,eggs,,,,,,,,,,,,,,,,,,
91,chocolate,french fries,,,,,,,,,,,,,,,,,,
76,grated cheese,tomatoes,ground beef,spaghetti,soup,meatballs,cooking oil,low fat yogurt,,,,,,,,,,,,
90,grated cheese,frozen vegetables,ground beef,olive oil,salmon,blueberries,,,,,,,,,,,,,,
14,tomatoes,spaghetti,milk,olive oil,pancakes,whole wheat rice,green tea,yogurt cake,mint,,,,,,,,,,,
49,yogurt cake,,,,,,,,,,,,,,,,,,,
11,shrimp,frozen vegetables,tomatoes,spaghetti,milk,butter,chicken,frozen smoothie,tomato juice,mint,,,,,,,,,,
31,burgers,herb & pepper,frozen vegetables,spaghetti,chocolate,milk,butter,flax seed,almonds,bug spray,chili,whole weat flour,low fat yogurt,,,,,,,
92,ground beef,spaghetti,mineral water,almonds,eggs,cereals,green tea,,,,,,,,,,,,,
22,ground beef,,,,,,,,,,,,,,,,,,,
2,frozen vegetables,butter,whole wheat rice,pet food,fresh bread,,,,,,,,,,,,,,,
89,tomatoes,ground beef,muffins,eggs,cookies,,,,,,,,,,,,,,,
45,soup,milk,pancakes,honey,mint green tea,cottage cheese,,,,,,,,,,,,,,
8,herb & pepper,ground beef,spaghetti,mineral water,soup,cream,pancakes,french fries,frozen smoothie,,,,,,,,,,,
16,turkey,ground beef,chocolate,cookies,tomato juice,,,,,,,,,,,,,,,
17,ground beef,spaghetti,butter,french wine,eggs,whole weat flour,hot dogs,sparkling water,brownies,body spray,energy drink,,,,,,,,,
9,turkey,tomatoes,ground beef,spaghetti,mineral water,meatballs,french fries,,,,,,,,,,,,,
48,red wine,ground beef,spaghetti,mineral water,black tea,mayonnaise,low fat yogurt,,,,,,,,,,,,,
8,burger sauce,escalope,,,,,,,,,,,,,,,,,,
57,frozen vegetables,parmesan cheese,ground beef,spaghetti,eggs,tea,escalope,,,,,,,,,,,,,
66,tomatoes,,,,,,,,,,,,,,,,,,,
33,shrimp,soup,gums,barbecue sauce,,,,,,,,,,,,,,,,
76,frozen smoothie,melons,,,,,,,,,,,,,,,,,,
32,turkey,ham,chocolate,muffins,pancakes,cake,rice,chicken,green tea,low fat yogurt,,,,,,,,,,
2,mineral water,pancakes,oil,,,,,,,,,,,,,,,,,
80,red wine,cake,champagne,,,,,,,,,,,,,,,,,
20,cottage cheese,light mayo,,,,,,,,,,,,,,,,,,
51,french fries,pancakes,,,,,,,,,,,,,,,,,,
72,red wine,tomatoes,ground beef,spaghetti,mineral water,olive oil,chicken,whole wheat rice,chili,chocolate bread,,,,,,,,,,
15,turkey,olive oil,green tea,honey,,,,,,,,,,,,,,,,
42,french wine,cake,,,,,,,,,,,,,,,,,,
49,low fat yogurt,,,,,,,,,,,,,,,,,,,
36,black tea,eggs,whole wheat rice,low fat yogurt,green tea,,,,,,,,,,,,,,,
36,tomatoes,green tea,,,,,,,,,,,,,,,,,,
40,frozen vegetables,tomatoes,parmesan cheese,mineral water,,,,,,,,,,,,,,,,
61,red wine,parmesan cheese,ground beef,spaghetti,hand protein bar,cauliflower,mint,,,,,,,,,,,,,
36,pickles,cereals,green tea,,,,,,,,,,,,,,,,,
14,mint,,,,,,,,,,,,,,,,,,,
97,mineral water,,,,,,,,,,,,,,,,,,,
88,frozen vegetables,ground beef,eggs,low fat yogurt,,,,,,,,,,,,,,,,
81,mineral water,chocolate,milk,eggs,toothpaste,low fat yogurt,,,,,,,,,,,,,,
49,escalope,,,,,,,,,,,,,,,,,,,
1,mineral water,soup,olive oil,,,,,,,,,,,,,,,,,
1,turkey,spaghetti,chicken,whole weat flour,cottage cheese,fresh bread,,,,,,,,,,,,,,
9,shrimp,frozen vegetables,,,,,,,,,,,,,,,,,,
62,red wine,flax seed,cake,frozen smoothie,hot dogs,toothpaste,,,,,,,,,,,,,,
97,cream,,,,,,,,,,,,,,,,,,,
32,milk,butter,green grapes,chocolate,escalope,,,,,,,,,,,,,,,
80,burgers,ground beef,spaghetti,mineral water,oil,barbecue sauce,yogurt cake,low fat yogurt,,,,,,,,,,,,
14,escalope,,,,,,,,,,,,,,,,,,,
11,champagne,,,,,,,,,,,,,,,,,,,
95,carrots,,,,,,,,,,,,,,,,,,,
39,chocolate,,,,,,,,,,,,,,,,,,,
83,chocolate,herb & pepper,ground beef,spaghetti,mineral water,olive oil,rice,french fries,,,,,,,,,,,,
76,tomato sauce,mineral water,cake,,,,,,,,,,,,,,,,,
64,turkey,pancakes,,,,,,,,,,,,,,,,,,
78,french fries,,,,,,,,,,,,,,,,,,,
87,honey,whole wheat rice,,,,,,,,,,,,,,,,,,
38,chocolate,grated cheese,spaghetti,butter,honey,cake,rice,french fries,energy drink,,,,,,,,,,,
26,ground beef,yams,eggs,chicken,pasta,,,,,,,,,,,,,,,
72,french fries,,,,,,,,,,,,,,,,,,,
94,milk,green beans,mint,,,,,,,,,,,,,,,,,
39,honey,chocolate,french fries,escalope,,,,,,,,,,,,,,,,
78,mineral water,chicken,magazines,,,,,,,,,,,,,,,,,
7,bug spray,light mayo,,,,,,,,,,,,,,,,,,
36,mineral water,salmon,vegetables mix,cereals,escalope,,,,,,,,,,,,,,,
91,spaghetti,milk,olive oil,low fat yogurt,,,,,,,,,,,,,,,,
83,burgers,eggs,frozen smoothie,,,,,,,,,,,,,,,,,
53,chocolate,,,,,,,,,,,,,,,,,,,
72,mineral water,french wine,chicken,,,,,,,,,,,,,,,,,
59,pepper,,,,,,,,,,,,,,,,,,,
39,dessert wine,tomatoes,ground beef,salmon,hot dogs,,,,,,,,,,,,,,,
53,ham,ground beef,spaghetti,frozen smoothie,champagne,,,,,,,,,,,,,,,
86,ground beef,french fries,mushroom cream sauce,brownies,,,,,,,,,,,,,,,,
48,shrimp,frozen vegetables,ground beef,spaghetti,mineral water,,,,,,,,,,,,,,,
10,french fries,protein bar,,,,,,,,,,,,,,,,,,
100,escalope,,,,,,,,,,,,,,,,,,,
44,blueberries,clothes accessories,french fries,frozen smoothie,escalope,fresh bread,,,,,,,,,,,,,,
31,burgers,mineral water,flax seed,gums,cereals,,,,,,,,,,,,,,,
10,milk,cooking oil,low fat yogurt,,,,,,,,,,,,,,,,,
6,ham,grated cheese,tomatoes,ground beef,spaghetti,mineral water,french wine,honey,rice,cooking oil,ketchup,pancakes,magazines,,,,,,,
2,frozen vegetables,fromage blanc,pancakes,french fries,escalope,,,,,,,,,,,,,,,
81,ground beef,spaghetti,mineral water,olive oil,french wine,salmon,cereals,white wine,low fat yogurt,,,,,,,,,,,
18,frozen vegetables,spaghetti,eggs,bug spray,cooking oil,french fries,escalope,hot dogs,,,,,,,,,,,,
93,burgers,red wine,shrimp,mineral water,rice,french fries,strawberries,protein bar,tomato juice,cauliflower,,,,,,,,,,
46,chocolate,,,,,,,,,,,,,,,,,,,
85,hot dogs,shampoo,,,,,,,,,,,,,,,,,,
77,herb & pepper,spaghetti,pancakes,low fat yogurt,green tea,,,,,,,,,,,,,,,
43,mineral water,mint green tea,french fries,,,,,,,,,,,,,,,,,
21,fresh tuna,spaghetti,mineral water,pancakes,whole weat flour,champagne,hot dogs,tomato juice,green tea,,,,,,,,,,,
13,bacon,light mayo,low fat yogurt,,,,,,,,,,,,,,,,,
